id;Country;League;Div;Season;Date;HomeTeam;AwayTeam;Referee;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
3221;England;Premier League;E0;2020-2021;2021-01-19 00:00:00;Leicester;Chelsea;C Pawson;2.0;0.0;H;2.0;0.0;H;8.0;9.0;6.0;5.0;7.0;16.0;6.0;3.0;1.0;3.0;0.0;0.0
3222;England;Premier League;E0;2020-2021;2021-01-20 00:00:00;Man City;Aston Villa;J Moss;2.0;0.0;H;0.0;0.0;D;28.0;11.0;9.0;4.0;10.0;9.0;16.0;2.0;0.0;2.0;0.0;0.0
3223;England;Premier League;E0;2020-2021;2021-01-20 00:00:00;Fulham;Man United;M Atkinson;1.0;2.0;A;1.0;1.0;D;12.0;15.0;5.0;5.0;6.0;10.0;2.0;8.0;3.0;1.0;0.0;0.0
3224;England;Premier League;E0;2020-2021;2021-01-21 00:00:00;Liverpool;Burnley;M Dean;0.0;1.0;A;0.0;0.0;D;27.0;6.0;6.0;4.0;11.0;8.0;12.0;0.0;2.0;1.0;0.0;0.0
3225;England;Premier League;E0;2020-2021;2021-01-23 00:00:00;Aston Villa;Newcastle;S Hooper;2.0;0.0;H;2.0;0.0;H;14.0;7.0;5.0;1.0;9.0;18.0;5.0;4.0;0.0;3.0;0.0;0.0
3226;England;Premier League;E0;2020-2021;2021-01-26 00:00:00;Crystal Palace;West Ham;S Attwell;2.0;3.0;A;1.0;2.0;A;6.0;17.0;3.0;7.0;9.0;8.0;3.0;4.0;0.0;0.0;0.0;0.0
3227;England;Premier League;E0;2020-2021;2021-01-26 00:00:00;Newcastle;Leeds;A Taylor;1.0;2.0;A;0.0;1.0;A;22.0;9.0;5.0;2.0;10.0;15.0;9.0;5.0;1.0;3.0;0.0;0.0
3228;England;Premier League;E0;2020-2021;2021-01-26 00:00:00;Southampton;Arsenal;K Friend;1.0;3.0;A;1.0;2.0;A;13.0;9.0;5.0;5.0;11.0;6.0;4.0;5.0;1.0;2.0;0.0;0.0
3229;England;Premier League;E0;2020-2021;2021-01-26 00:00:00;West Brom;Man City;C Kavanagh;0.0;5.0;A;0.0;4.0;A;4.0;18.0;1.0;7.0;8.0;8.0;3.0;8.0;2.0;0.0;0.0;0.0
3230;England;Premier League;E0;2020-2021;2021-01-27 00:00:00;Burnley;Aston Villa;P Tierney;3.0;2.0;H;0.0;1.0;A;10.0;18.0;5.0;10.0;16.0;7.0;2.0;4.0;1.0;0.0;0.0;0.0
3231;England;Premier League;E0;2020-2021;2021-01-27 00:00:00;Chelsea;Wolves;A Madley;0.0;0.0;D;0.0;0.0;D;14.0;4.0;5.0;0.0;14.0;7.0;13.0;1.0;1.0;1.0;0.0;0.0
3232;England;Premier League;E0;2020-2021;2021-01-27 00:00:00;Brighton;Fulham;C Pawson;0.0;0.0;D;0.0;0.0;D;16.0;10.0;5.0;3.0;10.0;14.0;10.0;0.0;2.0;1.0;0.0;0.0
3233;England;Premier League;E0;2020-2021;2021-01-27 00:00:00;Everton;Leicester;M Dean;1.0;1.0;D;1.0;0.0;H;8.0;19.0;2.0;6.0;12.0;10.0;5.0;11.0;1.0;1.0;0.0;0.0
3234;England;Premier League;E0;2020-2021;2021-01-27 00:00:00;Man United;Sheffield United;P Bankes;1.0;2.0;A;0.0;1.0;A;16.0;5.0;4.0;3.0;10.0;12.0;7.0;2.0;1.0;1.0;0.0;0.0
3235;England;Premier League;E0;2020-2021;2021-01-28 00:00:00;Tottenham;Liverpool;M Atkinson;1.0;3.0;A;0.0;1.0;A;3.0;14.0;2.0;7.0;9.0;11.0;1.0;2.0;1.0;2.0;0.0;0.0
3236;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;Everton;Newcastle;S Attwell;0.0;2.0;A;0.0;0.0;D;11.0;13.0;3.0;3.0;13.0;6.0;7.0;12.0;3.0;4.0;0.0;0.0
3237;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;Crystal Palace;Wolves;S Hooper;1.0;0.0;H;0.0;0.0;D;11.0;6.0;2.0;4.0;7.0;10.0;1.0;6.0;1.0;2.0;0.0;0.0
3238;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;Man City;Sheffield United;D Coote;1.0;0.0;H;1.0;0.0;H;10.0;4.0;5.0;1.0;7.0;10.0;10.0;0.0;0.0;3.0;0.0;0.0
3239;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;West Brom;Fulham;A Taylor;2.0;2.0;D;0.0;1.0;A;5.0;12.0;3.0;7.0;9.0;10.0;2.0;3.0;1.0;0.0;0.0;0.0
3240;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;Arsenal;Man United;M Oliver;0.0;0.0;D;0.0;0.0;D;17.0;14.0;3.0;3.0;9.0;16.0;4.0;7.0;1.0;3.0;0.0;0.0
3241;England;Premier League;E0;2020-2021;2021-01-30 00:00:00;Southampton;Aston Villa;L Mason;0.0;1.0;A;0.0;1.0;A;20.0;8.0;5.0;4.0;12.0;11.0;7.0;1.0;1.0;0.0;0.0;0.0
3242;England;Premier League;E0;2020-2021;2021-01-31 00:00:00;Chelsea;Burnley;G Scott;2.0;0.0;H;1.0;0.0;H;19.0;1.0;8.0;0.0;7.0;9.0;4.0;2.0;0.0;1.0;0.0;0.0
3243;England;Premier League;E0;2020-2021;2021-01-31 00:00:00;Leicester;Leeds;C Kavanagh;1.0;3.0;A;1.0;1.0;D;18.0;8.0;8.0;7.0;17.0;16.0;6.0;4.0;0.0;3.0;0.0;0.0
3244;England;Premier League;E0;2020-2021;2021-01-31 00:00:00;West Ham;Liverpool;J Moss;1.0;3.0;A;0.0;0.0;D;8.0;14.0;2.0;5.0;7.0;8.0;6.0;5.0;2.0;0.0;0.0;0.0
3245;England;Premier League;E0;2020-2021;2021-01-31 00:00:00;Brighton;Tottenham;P Bankes;1.0;0.0;H;1.0;0.0;H;16.0;8.0;5.0;4.0;11.0;11.0;9.0;2.0;2.0;1.0;0.0;0.0
3246;England;Premier League;E0;2020-2021;2021-02-02 00:00:00;Sheffield United;West Brom;P Tierney;2.0;1.0;H;0.0;1.0;A;14.0;8.0;6.0;4.0;11.0;9.0;9.0;2.0;2.0;1.0;0.0;0.0
3247;England;Premier League;E0;2020-2021;2021-02-02 00:00:00;Wolves;Arsenal;C Pawson;2.0;1.0;H;1.0;1.0;D;11.0;9.0;7.0;3.0;11.0;8.0;9.0;6.0;3.0;2.0;0.0;2.0
3248;England;Premier League;E0;2020-2021;2021-02-02 00:00:00;Man United;Southampton;M Dean;9.0;0.0;H;4.0;0.0;H;24.0;3.0;14.0;1.0;11.0;6.0;5.0;3.0;2.0;3.0;0.0;2.0
3249;England;Premier League;E0;2020-2021;2021-02-02 00:00:00;Newcastle;Crystal Palace;D England;1.0;2.0;A;1.0;2.0;A;21.0;6.0;5.0;3.0;14.0;11.0;9.0;1.0;1.0;3.0;0.0;0.0
3250;England;Premier League;E0;2020-2021;2021-03-02 00:00:00;Burnley;Man City;M Atkinson;0.0;2.0;A;0.0;2.0;A;2.0;17.0;0.0;6.0;8.0;5.0;1.0;3.0;2.0;1.0;0.0;0.0
3251;England;Premier League;E0;2020-2021;2021-03-02 00:00:00;Fulham;Leicester;R Jones;0.0;2.0;A;0.0;2.0;A;8.0;9.0;1.0;5.0;17.0;10.0;5.0;2.0;3.0;1.0;0.0;0.0
3252;England;Premier League;E0;2020-2021;2021-03-02 00:00:00;Leeds;Everton;M Oliver;1.0;2.0;A;0.0;2.0;A;16.0;10.0;7.0;6.0;12.0;12.0;7.0;1.0;2.0;3.0;0.0;0.0
3253;England;Premier League;E0;2020-2021;2021-03-02 00:00:00;Aston Villa;West Ham;A Madley;1.0;3.0;A;0.0;0.0;D;9.0;20.0;2.0;10.0;11.0;15.0;7.0;3.0;1.0;1.0;0.0;0.0
3254;England;Premier League;E0;2020-2021;2021-03-02 00:00:00;Liverpool;Brighton;K Friend;0.0;1.0;A;0.0;0.0;D;11.0;13.0;1.0;4.0;12.0;6.0;6.0;3.0;1.0;0.0;0.0;0.0
3255;England;Premier League;E0;2020-2021;2021-04-02 00:00:00;Tottenham;Chelsea;A Marriner;0.0;1.0;A;0.0;1.0;A;7.0;18.0;2.0;2.0;20.0;14.0;2.0;7.0;2.0;3.0;0.0;0.0
3256;England;Premier League;E0;2020-2021;2021-06-02 00:00:00;Aston Villa;Arsenal;C Kavanagh;1.0;0.0;H;1.0;0.0;H;12.0;14.0;8.0;3.0;12.0;12.0;3.0;7.0;3.0;2.0;0.0;0.0
3257;England;Premier League;E0;2020-2021;2021-06-02 00:00:00;Burnley;Brighton;A Taylor;1.0;1.0;D;0.0;1.0;A;20.0;10.0;7.0;2.0;8.0;10.0;8.0;7.0;2.0;0.0;0.0;0.0
3258;England;Premier League;E0;2020-2021;2021-06-02 00:00:00;Newcastle;Southampton;C Pawson;3.0;2.0;H;3.0;1.0;H;6.0;14.0;4.0;5.0;11.0;14.0;0.0;7.0;2.0;1.0;1.0;0.0
3259;England;Premier League;E0;2020-2021;2021-06-02 00:00:00;Fulham;West Ham;M Dean;0.0;0.0;D;0.0;0.0;D;20.0;8.0;2.0;1.0;11.0;10.0;7.0;3.0;1.0;2.0;0.0;1.0
3260;England;Premier League;E0;2020-2021;2021-06-02 00:00:00;Man United;Everton;J Moss;3.0;3.0;D;2.0;0.0;H;14.0;6.0;5.0;3.0;14.0;10.0;5.0;1.0;2.0;1.0;0.0;0.0
3261;England;Premier League;E0;2020-2021;2021-07-02 00:00:00;Tottenham;West Brom;S Attwell;2.0;0.0;H;0.0;0.0;D;13.0;4.0;6.0;1.0;16.0;12.0;8.0;0.0;1.0;2.0;0.0;0.0
3262;England;Premier League;E0;2020-2021;2021-07-02 00:00:00;Wolves;Leicester;M Atkinson;0.0;0.0;D;0.0;0.0;D;13.0;13.0;1.0;3.0;11.0;15.0;8.0;2.0;1.0;3.0;0.0;0.0
3263;England;Premier League;E0;2020-2021;2021-07-02 00:00:00;Liverpool;Man City;M Oliver;1.0;4.0;A;0.0;0.0;D;8.0;8.0;3.0;5.0;13.0;8.0;6.0;1.0;2.0;1.0;0.0;0.0
3264;England;Premier League;E0;2020-2021;2021-07-02 00:00:00;Sheffield United;Chelsea;K Friend;1.0;2.0;A;0.0;1.0;A;8.0;9.0;3.0;3.0;8.0;8.0;1.0;8.0;1.0;0.0;0.0;0.0
3265;England;Premier League;E0;2020-2021;2021-08-02 00:00:00;Leeds;Crystal Palace;A Marriner;2.0;0.0;H;1.0;0.0;H;17.0;8.0;7.0;3.0;7.0;8.0;5.0;3.0;0.0;2.0;0.0;0.0
3266;England;Premier League;E0;2020-2021;2021-02-13 00:00:00;Leicester;Liverpool;A Taylor;3.0;1.0;H;0.0;0.0;D;11.0;15.0;6.0;4.0;9.0;6.0;2.0;12.0;1.0;2.0;0.0;0.0
3267;England;Premier League;E0;2020-2021;2021-02-13 00:00:00;Crystal Palace;Burnley;M Oliver;0.0;3.0;A;0.0;2.0;A;13.0;16.0;3.0;4.0;15.0;14.0;7.0;4.0;0.0;0.0;0.0;0.0
3268;England;Premier League;E0;2020-2021;2021-02-13 00:00:00;Man City;Tottenham;P Tierney;3.0;0.0;H;1.0;0.0;H;15.0;7.0;6.0;3.0;12.0;13.0;4.0;2.0;1.0;3.0;0.0;0.0
3269;England;Premier League;E0;2020-2021;2021-02-13 00:00:00;Brighton;Aston Villa;D England;0.0;0.0;D;0.0;0.0;D;26.0;4.0;9.0;1.0;16.0;12.0;9.0;2.0;2.0;3.0;0.0;0.0
3270;England;Premier League;E0;2020-2021;2021-02-14 00:00:00;Southampton;Wolves;G Scott;1.0;2.0;A;1.0;0.0;H;7.0;10.0;3.0;4.0;10.0;9.0;4.0;6.0;2.0;2.0;0.0;0.0
3271;England;Premier League;E0;2020-2021;2021-02-14 00:00:00;West Brom;Man United;C Pawson;1.0;1.0;D;1.0;1.0;D;7.0;10.0;3.0;7.0;13.0;10.0;4.0;5.0;5.0;0.0;0.0;0.0
3272;England;Premier League;E0;2020-2021;2021-02-14 00:00:00;Arsenal;Leeds;S Attwell;4.0;2.0;H;3.0;0.0;H;13.0;9.0;5.0;5.0;8.0;17.0;4.0;5.0;0.0;2.0;0.0;0.0
3273;England;Premier League;E0;2020-2021;2021-02-14 00:00:00;Everton;Fulham;A Madley;0.0;2.0;A;0.0;0.0;D;7.0;12.0;2.0;3.0;7.0;16.0;5.0;4.0;1.0;1.0;0.0;0.0
3274;England;Premier League;E0;2020-2021;2021-02-15 00:00:00;West Ham;Sheffield United;S Hooper;3.0;0.0;H;1.0;0.0;H;13.0;8.0;9.0;5.0;11.0;12.0;7.0;7.0;0.0;2.0;0.0;0.0
3275;England;Premier League;E0;2020-2021;2021-02-15 00:00:00;Chelsea;Newcastle;P Bankes;2.0;0.0;H;2.0;0.0;H;18.0;10.0;5.0;4.0;9.0;13.0;10.0;5.0;0.0;0.0;0.0;0.0
3276;England;Premier League;E0;2020-2021;2021-02-17 00:00:00;Burnley;Fulham;J Moss;1.0;1.0;D;0.0;0.0;D;8.0;8.0;3.0;3.0;7.0;13.0;5.0;5.0;1.0;1.0;0.0;0.0
3277;England;Premier League;E0;2020-2021;2021-02-17 00:00:00;Everton;Man City;A Marriner;1.0;3.0;A;1.0;1.0;D;3.0;16.0;2.0;7.0;8.0;8.0;0.0;10.0;2.0;1.0;0.0;0.0
3278;England;Premier League;E0;2020-2021;2021-02-19 00:00:00;Wolves;Leeds;D Coote;1.0;0.0;H;0.0;0.0;D;15.0;18.0;5.0;7.0;13.0;8.0;7.0;9.0;1.0;0.0;0.0;0.0
3279;England;Premier League;E0;2020-2021;2021-02-20 00:00:00;Southampton;Chelsea;A Taylor;1.0;1.0;D;1.0;0.0;H;4.0;9.0;1.0;3.0;10.0;10.0;3.0;6.0;1.0;1.0;0.0;0.0
3280;England;Premier League;E0;2020-2021;2021-02-20 00:00:00;Burnley;West Brom;M Dean;0.0;0.0;D;0.0;0.0;D;6.0;10.0;1.0;3.0;16.0;10.0;5.0;5.0;3.0;0.0;0.0;1.0
3281;England;Premier League;E0;2020-2021;2021-02-20 00:00:00;Liverpool;Everton;C Kavanagh;0.0;2.0;A;0.0;1.0;A;15.0;9.0;6.0;6.0;10.0;10.0;7.0;2.0;2.0;1.0;0.0;0.0
3282;England;Premier League;E0;2020-2021;2021-02-20 00:00:00;Fulham;Sheffield United;M Atkinson;1.0;0.0;H;0.0;0.0;D;15.0;4.0;7.0;2.0;11.0;14.0;6.0;4.0;1.0;2.0;0.0;0.0
3283;England;Premier League;E0;2020-2021;2021-02-21 00:00:00;West Ham;Tottenham;C Pawson;2.0;1.0;H;1.0;0.0;H;4.0;20.0;4.0;4.0;14.0;7.0;5.0;7.0;4.0;3.0;0.0;0.0
3284;England;Premier League;E0;2020-2021;2021-02-21 00:00:00;Aston Villa;Leicester;M Oliver;1.0;2.0;A;0.0;2.0;A;11.0;16.0;2.0;7.0;11.0;12.0;7.0;8.0;2.0;1.0;0.0;0.0
3285;England;Premier League;E0;2020-2021;2021-02-21 00:00:00;Arsenal;Man City;J Moss;0.0;1.0;A;0.0;1.0;A;7.0;15.0;1.0;3.0;11.0;9.0;1.0;3.0;2.0;2.0;0.0;0.0
3286;England;Premier League;E0;2020-2021;2021-02-21 00:00:00;Man United;Newcastle;P Tierney;3.0;1.0;H;1.0;1.0;D;15.0;10.0;7.0;6.0;9.0;11.0;6.0;4.0;1.0;2.0;0.0;0.0
3287;England;Premier League;E0;2020-2021;2021-02-22 00:00:00;Brighton;Crystal Palace;K Friend;1.0;2.0;A;0.0;1.0;A;25.0;3.0;5.0;2.0;11.0;6.0;13.0;0.0;2.0;0.0;0.0;0.0
3288;England;Premier League;E0;2020-2021;2021-02-23 00:00:00;Leeds;Southampton;A Marriner;3.0;0.0;H;0.0;0.0;D;11.0;13.0;7.0;5.0;11.0;13.0;2.0;4.0;1.0;2.0;0.0;0.0
3289;England;Premier League;E0;2020-2021;2021-02-27 00:00:00;Man City;West Ham;M Oliver;2.0;1.0;H;1.0;1.0;D;10.0;9.0;3.0;3.0;8.0;11.0;4.0;2.0;1.0;1.0;0.0;0.0
3290;England;Premier League;E0;2020-2021;2021-02-27 00:00:00;West Brom;Brighton;L Mason;1.0;0.0;H;1.0;0.0;H;6.0;15.0;2.0;6.0;11.0;12.0;7.0;4.0;0.0;0.0;0.0;0.0
3291;England;Premier League;E0;2020-2021;2021-02-27 00:00:00;Leeds;Aston Villa;P Bankes;0.0;1.0;A;0.0;1.0;A;13.0;9.0;3.0;4.0;14.0;14.0;7.0;5.0;3.0;2.0;0.0;0.0
3292;England;Premier League;E0;2020-2021;2021-02-27 00:00:00;Newcastle;Wolves;M Dean;1.0;1.0;D;0.0;0.0;D;19.0;14.0;7.0;4.0;11.0;13.0;3.0;5.0;2.0;0.0;0.0;0.0
3293;England;Premier League;E0;2020-2021;2021-02-28 00:00:00;Crystal Palace;Fulham;A Taylor;0.0;0.0;D;0.0;0.0;D;3.0;16.0;0.0;4.0;10.0;14.0;1.0;3.0;1.0;1.0;0.0;0.0
3294;England;Premier League;E0;2020-2021;2021-02-28 00:00:00;Leicester;Arsenal;P Tierney;1.0;3.0;A;1.0;2.0;A;8.0;12.0;3.0;4.0;15.0;3.0;2.0;7.0;2.0;1.0;0.0;0.0
3295;England;Premier League;E0;2020-2021;2021-02-28 00:00:00;Tottenham;Burnley;K Friend;4.0;0.0;H;3.0;0.0;H;16.0;10.0;7.0;3.0;6.0;10.0;3.0;4.0;0.0;0.0;0.0;0.0
3296;England;Premier League;E0;2020-2021;2021-02-28 00:00:00;Chelsea;Man United;S Attwell;0.0;0.0;D;0.0;0.0;D;18.0;11.0;6.0;4.0;11.0;12.0;3.0;4.0;1.0;2.0;0.0;0.0
3297;England;Premier League;E0;2020-2021;2021-02-28 00:00:00;Sheffield United;Liverpool;J Moss;0.0;2.0;A;0.0;0.0;D;8.0;16.0;2.0;8.0;9.0;9.0;4.0;3.0;0.0;0.0;0.0;0.0
3298;England;Premier League;E0;2020-2021;2021-01-03 00:00:00;Everton;Southampton;M Atkinson;1.0;0.0;H;1.0;0.0;H;7.0;9.0;1.0;1.0;13.0;9.0;4.0;10.0;0.0;2.0;0.0;0.0
3299;England;Premier League;E0;2020-2021;2021-02-03 00:00:00;Man City;Wolves;C Kavanagh;4.0;1.0;H;1.0;0.0;H;22.0;6.0;10.0;1.0;9.0;5.0;10.0;2.0;0.0;1.0;0.0;0.0
3300;England;Premier League;E0;2020-2021;2021-03-03 00:00:00;Burnley;Leicester;A Madley;1.0;1.0;D;1.0;1.0;D;12.0;15.0;7.0;4.0;6.0;12.0;5.0;8.0;0.0;2.0;0.0;0.0
3301;England;Premier League;E0;2020-2021;2021-03-03 00:00:00;Sheffield United;Aston Villa;R Jones;1.0;0.0;H;1.0;0.0;H;9.0;16.0;2.0;4.0;13.0;6.0;2.0;7.0;1.0;0.0;1.0;0.0
3302;England;Premier League;E0;2020-2021;2021-03-03 00:00:00;Crystal Palace;Man United;A Marriner;0.0;0.0;D;0.0;0.0;D;8.0;11.0;2.0;1.0;4.0;13.0;4.0;6.0;1.0;0.0;0.0;0.0
3303;England;Premier League;E0;2020-2021;2021-04-03 00:00:00;Fulham;Tottenham;D Coote;0.0;1.0;A;0.0;1.0;A;11.0;9.0;3.0;2.0;13.0;9.0;4.0;1.0;2.0;1.0;0.0;0.0
3304;England;Premier League;E0;2020-2021;2021-04-03 00:00:00;West Brom;Everton;D England;0.0;1.0;A;0.0;0.0;D;11.0;11.0;3.0;3.0;9.0;7.0;3.0;3.0;3.0;1.0;0.0;0.0
3305;England;Premier League;E0;2020-2021;2021-04-03 00:00:00;Liverpool;Chelsea;M Atkinson;0.0;1.0;A;0.0;1.0;A;7.0;11.0;1.0;5.0;9.0;8.0;5.0;2.0;0.0;0.0;0.0;0.0
3306;England;Premier League;E0;2020-2021;2021-06-03 00:00:00;Burnley;Arsenal;A Marriner;1.0;1.0;D;1.0;1.0;D;9.0;15.0;5.0;3.0;5.0;12.0;2.0;4.0;1.0;1.0;0.0;0.0
3307;England;Premier League;E0;2020-2021;2021-06-03 00:00:00;Sheffield United;Southampton;P Tierney;0.0;2.0;A;0.0;1.0;A;8.0;15.0;2.0;5.0;17.0;11.0;7.0;3.0;4.0;3.0;0.0;0.0
3308;England;Premier League;E0;2020-2021;2021-06-03 00:00:00;Aston Villa;Wolves;A Madley;0.0;0.0;D;0.0;0.0;D;9.0;10.0;1.0;2.0;13.0;13.0;5.0;3.0;1.0;0.0;0.0;0.0
3309;England;Premier League;E0;2020-2021;2021-06-03 00:00:00;Brighton;Leicester;M Oliver;1.0;2.0;A;1.0;0.0;H;7.0;8.0;2.0;4.0;14.0;8.0;6.0;6.0;0.0;1.0;0.0;0.0
3310;England;Premier League;E0;2020-2021;2021-07-03 00:00:00;West Brom;Newcastle;M Atkinson;0.0;0.0;D;0.0;0.0;D;13.0;9.0;3.0;5.0;11.0;10.0;9.0;7.0;0.0;0.0;0.0;0.0
3311;England;Premier League;E0;2020-2021;2021-07-03 00:00:00;Liverpool;Fulham;K Friend;0.0;1.0;A;0.0;1.0;A;16.0;10.0;3.0;3.0;10.0;8.0;9.0;4.0;2.0;3.0;0.0;0.0
3312;England;Premier League;E0;2020-2021;2021-07-03 00:00:00;Man City;Man United;A Taylor;0.0;2.0;A;0.0;1.0;A;23.0;8.0;6.0;6.0;9.0;12.0;6.0;2.0;0.0;3.0;0.0;0.0
3313;England;Premier League;E0;2020-2021;2021-07-03 00:00:00;Tottenham;Crystal Palace;S Attwell;4.0;1.0;H;1.0;1.0;D;12.0;5.0;5.0;1.0;8.0;17.0;1.0;5.0;2.0;3.0;0.0;0.0
3314;England;Premier League;E0;2020-2021;2021-08-03 00:00:00;Chelsea;Everton;D Coote;2.0;0.0;H;1.0;0.0;H;19.0;7.0;9.0;1.0;11.0;12.0;7.0;3.0;0.0;3.0;0.0;0.0
3315;England;Premier League;E0;2020-2021;2021-08-03 00:00:00;West Ham;Leeds;M Dean;2.0;0.0;H;2.0;0.0;H;16.0;17.0;5.0;2.0;9.0;9.0;6.0;6.0;1.0;1.0;0.0;0.0
3316;England;Premier League;E0;2020-2021;2021-10-03 00:00:00;Man City;Southampton;J Moss;5.0;2.0;H;3.0;1.0;H;17.0;11.0;10.0;6.0;6.0;4.0;5.0;5.0;1.0;0.0;0.0;0.0
3317;England;Premier League;E0;2020-2021;2021-12-03 00:00:00;Newcastle;Aston Villa;P Tierney;1.0;1.0;D;0.0;0.0;D;12.0;15.0;3.0;6.0;10.0;10.0;2.0;2.0;2.0;3.0;0.0;0.0
3318;England;Premier League;E0;2020-2021;2021-03-13 00:00:00;Leeds;Chelsea;K Friend;0.0;0.0;D;0.0;0.0;D;7.0;15.0;4.0;8.0;16.0;6.0;8.0;5.0;3.0;0.0;0.0;0.0
3319;England;Premier League;E0;2020-2021;2021-03-13 00:00:00;Crystal Palace;West Brom;S Hooper;1.0;0.0;H;1.0;0.0;H;6.0;12.0;4.0;1.0;16.0;15.0;3.0;2.0;3.0;1.0;0.0;0.0
3320;England;Premier League;E0;2020-2021;2021-03-13 00:00:00;Everton;Burnley;J Moss;1.0;2.0;A;1.0;2.0;A;14.0;14.0;4.0;5.0;9.0;6.0;7.0;4.0;0.0;4.0;0.0;0.0
3321;England;Premier League;E0;2020-2021;2021-03-13 00:00:00;Fulham;Man City;A Marriner;0.0;3.0;A;0.0;0.0;D;3.0;8.0;0.0;7.0;14.0;13.0;4.0;2.0;0.0;0.0;0.0;0.0
3322;England;Premier League;E0;2020-2021;2021-03-14 00:00:00;Southampton;Brighton;S Attwell;1.0;2.0;A;1.0;1.0;D;9.0;8.0;4.0;6.0;11.0;10.0;4.0;5.0;0.0;0.0;0.0;0.0
3323;England;Premier League;E0;2020-2021;2021-03-14 00:00:00;Leicester;Sheffield United;P Bankes;5.0;0.0;H;1.0;0.0;H;19.0;1.0;10.0;0.0;10.0;9.0;9.0;1.0;0.0;2.0;0.0;0.0
3324;England;Premier League;E0;2020-2021;2021-03-14 00:00:00;Arsenal;Tottenham;M Oliver;2.0;1.0;H;1.0;1.0;D;13.0;6.0;3.0;3.0;12.0;14.0;6.0;3.0;1.0;2.0;0.0;1.0
3325;England;Premier League;E0;2020-2021;2021-03-14 00:00:00;Man United;West Ham;M Atkinson;1.0;0.0;H;0.0;0.0;D;15.0;7.0;4.0;0.0;12.0;2.0;6.0;3.0;4.0;0.0;0.0;0.0
3326;England;Premier League;E0;2020-2021;2021-03-15 00:00:00;Wolves;Liverpool;C Pawson;0.0;1.0;A;0.0;1.0;A;10.0;12.0;5.0;4.0;17.0;10.0;3.0;2.0;2.0;1.0;0.0;0.0
3327;England;Premier League;E0;2020-2021;2021-03-19 00:00:00;Fulham;Leeds;D Coote;1.0;2.0;A;1.0;1.0;D;13.0;13.0;6.0;4.0;13.0;12.0;13.0;7.0;2.0;2.0;0.0;0.0
3328;England;Premier League;E0;2020-2021;2021-03-20 00:00:00;Brighton;Newcastle;A Taylor;3.0;0.0;H;1.0;0.0;H;11.0;3.0;6.0;1.0;12.0;5.0;3.0;1.0;0.0;1.0;0.0;0.0
3329;England;Premier League;E0;2020-2021;2021-03-21 00:00:00;West Ham;Arsenal;J Moss;3.0;3.0;D;3.0;1.0;H;15.0;16.0;5.0;7.0;18.0;8.0;3.0;5.0;3.0;1.0;0.0;0.0
3330;England;Premier League;E0;2020-2021;2021-03-21 00:00:00;Aston Villa;Tottenham;M Dean;0.0;2.0;A;0.0;1.0;A;8.0;9.0;1.0;3.0;18.0;13.0;5.0;8.0;3.0;2.0;0.0;0.0
3331;England;Premier League;E0;2020-2021;2021-03-04 00:00:00;Chelsea;West Brom;D Coote;2.0;5.0;A;1.0;2.0;A;18.0;14.0;8.0;7.0;11.0;6.0;10.0;3.0;1.0;1.0;1.0;0.0
3332;England;Premier League;E0;2020-2021;2021-03-04 00:00:00;Leeds;Sheffield United;G Scott;2.0;1.0;H;1.0;1.0;D;23.0;9.0;8.0;1.0;12.0;13.0;5.0;7.0;1.0;2.0;0.0;0.0
3333;England;Premier League;E0;2020-2021;2021-03-04 00:00:00;Leicester;Man City;A Taylor;0.0;2.0;A;0.0;0.0;D;5.0;11.0;2.0;4.0;13.0;12.0;1.0;1.0;2.0;3.0;0.0;0.0
3334;England;Premier League;E0;2020-2021;2021-03-04 00:00:00;Arsenal;Liverpool;S Attwell;0.0;3.0;A;0.0;0.0;D;3.0;16.0;2.0;7.0;10.0;10.0;1.0;2.0;1.0;1.0;0.0;0.0
3335;England;Premier League;E0;2020-2021;2021-04-04 00:00:00;Southampton;Burnley;A Marriner;3.0;2.0;H;2.0;2.0;D;24.0;7.0;9.0;5.0;11.0;10.0;6.0;7.0;0.0;0.0;0.0;0.0
3336;England;Premier League;E0;2020-2021;2021-04-04 00:00:00;Newcastle;Tottenham;C Pawson;2.0;2.0;D;1.0;2.0;A;22.0;11.0;6.0;5.0;13.0;14.0;7.0;3.0;3.0;2.0;0.0;0.0
3337;England;Premier League;E0;2020-2021;2021-04-04 00:00:00;Aston Villa;Fulham;A Madley;3.0;1.0;H;0.0;0.0;D;14.0;15.0;4.0;7.0;14.0;20.0;4.0;4.0;1.0;2.0;0.0;0.0
3338;England;Premier League;E0;2020-2021;2021-04-04 00:00:00;Man United;Brighton;M Dean;2.0;1.0;H;0.0;1.0;A;15.0;5.0;7.0;3.0;14.0;7.0;5.0;6.0;2.0;2.0;0.0;0.0
3339;England;Premier League;E0;2020-2021;2021-05-04 00:00:00;Everton;Crystal Palace;K Friend;1.0;1.0;D;0.0;0.0;D;15.0;13.0;7.0;6.0;10.0;10.0;3.0;4.0;2.0;0.0;0.0;0.0
